#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2011 03 13 00 11 00 2 5292.408
2011 03 13 00 10 00 2 5292.411
2011 03 13 00 09 00 2 5292.417
2011 03 13 00 08 00 2 5292.419
2011 03 13 00 07 00 2 5292.424
2011 03 13 00 06 00 2 5292.426
2011 03 13 00 05 00 2 5292.433
2011 03 13 00 04 00 2 5292.439
2011 03 13 00 03 00 2 5292.442
2011 03 13 00 02 00 2 5292.444
2011 03 13 00 01 00 2 5292.447
2011 03 13 00 00 00 1 5292.445
2011 03 12 23 45 00 1 5292.468
2011 03 12 23 30 00 1 5292.527
2011 03 12 23 15 00 1 5292.553
2011 03 12 23 00 00 1 5292.588
2011 03 12 22 45 00 1 5292.624
2011 03 12 22 30 00 1 5292.653
2011 03 12 22 15 00 1 5292.672
2011 03 12 22 00 00 1 5292.699
2011 03 12 21 45 00 1 5292.726
2011 03 12 21 30 00 1 5292.743
2011 03 12 21 15 00 1 5292.738
2011 03 12 21 00 00 1 5292.752
2011 03 12 20 45 00 1 5292.754
2011 03 12 20 30 00 1 5292.773
2011 03 12 20 15 00 1 5292.746
2011 03 12 20 00 00 1 5292.754
2011 03 12 19 45 00 1 5292.745
2011 03 12 19 30 00 1 5292.729
2011 03 12 19 15 00 1 5292.717
2011 03 12 19 00 00 1 5292.715
2011 03 12 18 45 00 1 5292.682
2011 03 12 18 30 00 1 5292.674
2011 03 12 18 15 00 1 5292.672
2011 03 12 18 00 00 1 5292.650
2011 03 12 17 45 00 1 5292.623
2011 03 12 17 30 00 1 5292.601
2011 03 12 17 15 00 1 5292.585
2011 03 12 17 00 00 1 5292.578
2011 03 12 16 45 00 1 5292.557
2011 03 12 16 30 00 1 5292.532
2011 03 12 16 15 00 1 5292.532
2011 03 12 16 00 00 1 5292.529
2011 03 12 15 45 00 1 5292.514
2011 03 12 15 30 00 1 5292.489
2011 03 12 15 15 00 1 5292.473
2011 03 12 15 00 00 1 5292.475
2011 03 12 14 45 00 1 5292.457
2011 03 12 14 30 00 1 5292.451
2011 03 12 14 15 00 1 5292.463
2011 03 12 14 00 00 1 5292.437
2011 03 12 13 45 00 1 5292.453
2011 03 12 13 30 00 1 5292.443
2011 03 12 13 15 00 1 5292.449
2011 03 12 13 00 00 1 5292.445
2011 03 12 12 45 00 1 5292.445
2011 03 12 12 30 00 1 5292.455
2011 03 12 12 15 00 1 5292.429
2011 03 12 11 59 00 2 5292.464
2011 03 12 11 58 00 2 5292.455
2011 03 12 11 57 00 2 5292.453
2011 03 12 11 56 00 2 5292.454
2011 03 12 11 55 00 2 5292.449
2011 03 12 11 54 00 2 5292.449
2011 03 12 11 53 00 2 5292.454
2011 03 12 11 52 00 2 5292.460
2011 03 12 11 51 00 2 5292.464
2011 03 12 11 50 00 2 5292.457
2011 03 12 11 49 00 2 5292.456
2011 03 12 11 48 00 2 5292.462
2011 03 12 11 47 00 2 5292.460
2011 03 12 11 46 00 2 5292.457
2011 03 12 11 45 00 2 5292.454
2011 03 12 11 44 00 2 5292.451
2011 03 12 11 43 00 2 5292.449
2011 03 12 11 42 00 2 5292.450
2011 03 12 11 41 00 2 5292.450
2011 03 12 11 40 00 2 5292.452
2011 03 12 11 39 00 2 5292.444
2011 03 12 11 38 00 2 5292.447
2011 03 12 11 37 00 2 5292.449
2011 03 12 11 36 00 2 5292.447
2011 03 12 11 35 00 2 5292.448
2011 03 12 11 34 00 2 5292.451
2011 03 12 11 33 00 2 5292.455
2011 03 12 11 32 00 2 5292.457
2011 03 12 11 31 00 2 5292.461
2011 03 12 11 30 00 2 5292.461
2011 03 12 11 29 00 2 5292.455
2011 03 12 11 28 00 2 5292.455
2011 03 12 11 27 00 2 5292.458
2011 03 12 11 26 00 2 5292.454
2011 03 12 11 25 00 2 5292.455
2011 03 12 11 24 00 2 5292.454
2011 03 12 11 23 00 2 5292.452
2011 03 12 11 22 00 2 5292.451
2011 03 12 11 21 00 2 5292.449
2011 03 12 11 20 00 2 5292.441
2011 03 12 11 19 00 2 5292.440
2011 03 12 11 18 00 2 5292.442
2011 03 12 11 17 00 2 5292.444
2011 03 12 11 16 00 2 5292.444
2011 03 12 11 15 00 2 5292.443
2011 03 12 11 14 00 2 5292.445
2011 03 12 11 13 00 2 5292.445
2011 03 12 11 12 00 2 5292.449
2011 03 12 11 11 00 2 5292.447
2011 03 12 11 10 00 2 5292.438
2011 03 12 11 09 00 2 5292.438
2011 03 12 11 08 00 2 5292.437
2011 03 12 11 07 00 2 5292.444
2011 03 12 11 06 00 2 5292.440
2011 03 12 11 05 00 2 5292.438
2011 03 12 11 04 00 2 5292.435
2011 03 12 11 03 00 2 5292.437
2011 03 12 11 02 00 2 5292.442
2011 03 12 11 01 00 2 5292.438
2011 03 12 11 00 00 2 5292.435
2011 03 12 10 59 00 2 5292.441
2011 03 12 10 58 00 2 5292.440
2011 03 12 10 57 00 2 5292.445
2011 03 12 10 56 00 2 5292.448
2011 03 12 10 55 00 2 5292.447
2011 03 12 10 54 00 2 5292.454
2011 03 12 10 53 00 2 5292.458
2011 03 12 10 52 00 2 5292.456
2011 03 12 10 51 00 2 5292.455
2011 03 12 10 50 00 2 5292.461
2011 03 12 10 49 00 2 5292.459
2011 03 12 10 48 00 2 5292.454
2011 03 12 10 47 00 2 5292.461
2011 03 12 10 46 00 2 5292.460
2011 03 12 10 45 00 2 5292.457
2011 03 12 10 44 00 2 5292.456
2011 03 12 10 43 00 2 5292.447
2011 03 12 10 42 00 2 5292.438
2011 03 12 10 41 00 2 5292.436
2011 03 12 10 40 00 2 5292.428
2011 03 12 10 39 00 2 5292.419
2011 03 12 10 38 00 2 5292.421
2011 03 12 10 37 00 2 5292.420
2011 03 12 10 36 00 2 5292.410
2011 03 12 10 35 00 2 5292.414
2011 03 12 10 34 00 2 5292.425
2011 03 12 10 33 00 2 5292.429
2011 03 12 10 32 00 2 5292.425
2011 03 12 10 31 00 2 5292.422
2011 03 12 10 30 00 2 5292.423
2011 03 12 10 29 00 2 5292.423
2011 03 12 10 28 00 2 5292.423
2011 03 12 10 27 00 2 5292.428
2011 03 12 10 26 00 2 5292.430
2011 03 12 10 25 00 2 5292.431
2011 03 12 10 24 00 2 5292.421
2011 03 12 10 23 00 2 5292.416
2011 03 12 10 22 00 2 5292.418
2011 03 12 10 21 00 2 5292.418
2011 03 12 10 20 00 2 5292.411
2011 03 12 10 19 00 2 5292.414
2011 03 12 10 18 00 2 5292.417
2011 03 12 10 17 00 2 5292.408
2011 03 12 10 16 00 2 5292.403
2011 03 12 10 15 00 2 5292.412
2011 03 12 10 14 00 2 5292.413
2011 03 12 10 13 00 2 5292.407
2011 03 12 10 12 00 2 5292.400
2011 03 12 10 11 00 2 5292.404
2011 03 12 10 10 00 2 5292.402
2011 03 12 10 09 00 2 5292.393
2011 03 12 10 08 00 2 5292.389
2011 03 12 10 07 00 2 5292.394
2011 03 12 10 06 00 2 5292.397
2011 03 12 10 05 00 2 5292.394
2011 03 12 10 04 00 2 5292.399
2011 03 12 10 03 00 2 5292.399
2011 03 12 10 02 00 2 5292.403
2011 03 12 10 01 00 2 5292.410
2011 03 12 10 00 00 2 5292.404
2011 03 12 09 59 00 2 5292.406
2011 03 12 09 58 00 2 5292.411
2011 03 12 09 57 00 2 5292.406
2011 03 12 09 56 00 2 5292.403
2011 03 12 09 55 00 2 5292.399
2011 03 12 09 54 00 2 5292.397
2011 03 12 09 53 00 2 5292.392
2011 03 12 09 52 00 2 5292.385
2011 03 12 09 51 00 2 5292.394
2011 03 12 09 50 00 2 5292.398
2011 03 12 09 49 00 2 5292.388
2011 03 12 09 48 00 2 5292.388
2011 03 12 09 47 00 2 5292.393
2011 03 12 09 46 00 2 5292.382
2011 03 12 09 45 00 2 5292.373
2011 03 12 09 44 00 2 5292.377
2011 03 12 09 43 00 2 5292.379
2011 03 12 09 42 00 2 5292.370
