#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2011 03 11 05 03 00 2 5662.237
2011 03 11 05 04 00 2 5662.238
2011 03 11 05 05 00 2 5662.240
2011 03 11 05 06 00 2 5662.242
2011 03 11 05 07 00 2 5662.242
2011 03 11 05 08 00 2 5662.244
2011 03 11 05 09 00 2 5662.245
2011 03 11 05 10 00 2 5662.248
2011 03 11 05 11 00 2 5662.248
2011 03 11 05 12 00 2 5662.250
2011 03 11 05 13 00 2 5662.251
2011 03 11 05 14 00 2 5662.253
2011 03 11 05 15 00 1 9999.000
2011 03 11 05 15 00 2 5662.255
2011 03 11 05 16 00 2 5662.256
2011 03 11 05 17 00 2 5662.257
2011 03 11 05 18 00 2 5662.259
2011 03 11 05 19 00 2 5662.261
2011 03 11 05 20 00 2 5662.262
2011 03 11 05 21 00 2 5662.264
2011 03 11 05 22 00 2 5662.265
2011 03 11 05 23 00 2 5662.267
2011 03 11 05 24 00 2 5662.268
2011 03 11 05 25 00 2 5662.270
2011 03 11 05 26 00 2 5662.271
2011 03 11 05 27 00 2 5662.273
2011 03 11 05 28 00 2 5662.275
2011 03 11 05 29 00 2 5662.276
2011 03 11 05 30 00 1 9999.000
2011 03 11 05 30 00 2 5662.279
2011 03 11 05 31 00 2 5662.280
2011 03 11 05 32 00 2 5662.281
2011 03 11 05 33 00 2 5662.283
2011 03 11 05 34 00 2 5662.284
2011 03 11 05 35 00 2 5662.286
2011 03 11 05 36 00 2 5662.287
2011 03 11 05 37 00 2 5662.289
2011 03 11 05 38 00 2 5662.290
2011 03 11 05 39 00 2 5662.292
2011 03 11 05 40 00 2 5662.294
2011 03 11 05 41 00 2 5662.296
2011 03 11 05 42 00 2 5662.298
2011 03 11 05 43 00 2 5662.300
2011 03 11 05 44 00 2 5662.302
2011 03 11 05 45 00 1 9999.000
2011 03 11 05 45 00 2 5662.303
2011 03 11 05 46 00 2 5662.305
2011 03 11 05 47 00 2 5662.307
2011 03 11 05 48 00 2 5662.317
2011 03 11 05 48 15 3 5662.293
2011 03 11 05 48 30 3 5662.319
2011 03 11 05 48 45 3 5662.347
2011 03 11 05 49 00 2 5662.463
2011 03 11 05 49 00 3 5662.366
2011 03 11 05 49 15 3 5662.361
2011 03 11 05 49 30 3 5661.980
2011 03 11 05 49 45 3 5663.145
2011 03 11 05 50 00 2 5662.015
2011 03 11 05 50 00 3 5661.362
2011 03 11 05 50 15 3 5662.700
2011 03 11 05 50 30 3 5661.613
2011 03 11 05 50 45 3 5662.387
2011 03 11 05 51 00 2 5662.525
2011 03 11 05 51 00 3 5662.411
2011 03 11 05 51 15 3 5662.436
2011 03 11 05 51 30 3 5662.393
2011 03 11 05 51 45 3 5662.503
2011 03 11 05 52 00 2 5662.317
2011 03 11 05 52 00 3 5662.039
2011 03 11 05 53 00 2 5662.141
2011 03 11 05 54 00 2 5662.168
2011 03 11 05 55 00 2 5662.022
2011 03 11 05 56 00 2 5662.806
2011 03 11 05 57 00 2 5662.329
2011 03 11 05 58 00 2 5662.425
2011 03 11 05 59 00 2 5662.259
2011 03 11 06 00 00 1 9999.000
2011 03 11 06 00 00 2 5662.356
2011 03 11 06 01 00 2 5662.337
2011 03 11 06 02 00 2 5662.360
2011 03 11 06 03 00 2 5662.319
2011 03 11 06 04 00 2 5662.390
2011 03 11 06 05 00 2 5662.344
2011 03 11 06 06 00 2 5662.348
2011 03 11 06 07 00 2 5662.364
2011 03 11 06 08 00 2 5662.348
2011 03 11 06 09 00 2 5662.354
2011 03 11 06 10 00 2 5662.360
2011 03 11 06 11 00 2 5662.345
2011 03 11 06 12 00 2 5662.379
2011 03 11 06 13 00 2 5662.465
2011 03 11 06 14 00 2 5662.366
2011 03 11 06 15 00 1 9999.000
2011 03 11 06 15 00 2 5662.593
2011 03 11 06 16 00 2 5662.738
2011 03 11 06 17 00 2 5663.410
2011 03 11 06 18 00 2 5663.939
2011 03 11 06 19 00 2 5664.236
2011 03 11 06 20 00 2 5663.672
2011 03 11 06 21 00 2 5662.468
2011 03 11 06 22 00 2 5662.082
2011 03 11 06 23 00 2 5662.772
2011 03 11 06 24 00 2 5663.257
2011 03 11 06 25 00 2 5662.250
2011 03 11 06 26 00 2 5661.445
2011 03 11 06 27 00 2 5662.066
2011 03 11 06 28 00 2 5662.326
2011 03 11 06 29 00 2 5661.784
2011 03 11 06 30 00 1 9999.000
2011 03 11 06 30 00 2 5662.005
2011 03 11 06 31 00 2 5662.229
2011 03 11 06 32 00 2 5661.727
2011 03 11 06 33 00 2 5662.376
2011 03 11 06 34 00 2 5662.289
2011 03 11 06 35 00 2 5662.013
2011 03 11 06 36 00 2 5662.418
2011 03 11 06 37 00 2 5662.218
2011 03 11 06 38 00 2 5662.247
2011 03 11 06 39 00 2 5662.260
2011 03 11 06 40 00 2 5662.156
2011 03 11 06 41 00 2 5662.387
2011 03 11 06 42 00 2 5662.125
2011 03 11 06 43 00 2 5662.368
2011 03 11 06 44 00 2 5662.271
2011 03 11 06 45 00 1 9999.000
2011 03 11 06 45 00 2 5662.310
2011 03 11 06 46 00 2 5662.347
2011 03 11 06 47 00 2 5662.345
2011 03 11 06 48 00 2 5662.402
2011 03 11 06 49 00 2 5662.397
2011 03 11 06 50 00 2 5662.395
2011 03 11 06 51 00 2 5662.380
2011 03 11 06 52 00 2 5662.375
2011 03 11 06 53 00 2 5662.351
2011 03 11 06 54 00 2 5662.407
2011 03 11 06 55 00 2 5662.501
2011 03 11 06 56 00 2 5662.538
2011 03 11 06 57 00 2 5662.453
2011 03 11 06 58 00 2 5662.395
2011 03 11 06 59 00 2 5662.488
2011 03 11 07 00 00 1 9999.000
2011 03 11 07 00 00 2 5662.439
2011 03 11 07 01 00 2 5662.431
2011 03 11 07 02 00 2 5662.498
2011 03 11 07 03 00 2 5662.483
2011 03 11 07 04 00 2 5662.437
2011 03 11 07 05 00 2 5662.512
2011 03 11 07 06 00 2 5662.511
2011 03 11 07 07 00 2 5662.463
2011 03 11 07 08 00 2 5662.548
2011 03 11 07 09 00 2 5662.551
2011 03 11 07 10 00 2 5662.573
2011 03 11 07 11 00 2 5662.538
2011 03 11 07 12 00 2 5662.553
2011 03 11 07 13 00 2 5662.534
2011 03 11 07 14 00 2 5662.511
2011 03 11 07 15 00 1 9999.000
2011 03 11 07 15 00 2 5662.498
2011 03 11 07 16 00 2 5662.512
2011 03 11 07 17 00 2 5662.475
2011 03 11 07 18 00 2 5662.473
2011 03 11 07 19 00 2 5662.436
2011 03 11 07 20 00 2 5662.402
2011 03 11 07 21 00 2 5662.431
2011 03 11 07 22 00 2 5662.463
2011 03 11 07 23 00 2 5662.478
2011 03 11 07 24 00 2 5662.510
2011 03 11 07 25 00 2 5662.468
2011 03 11 07 26 00 2 5662.462
2011 03 11 07 27 00 2 5662.495
2011 03 11 07 28 00 2 5662.486
2011 03 11 07 29 00 2 5662.483
2011 03 11 07 30 00 1 9999.000
2011 03 11 07 30 00 2 5662.509
2011 03 11 07 31 00 2 5662.479
2011 03 11 07 32 00 2 5662.423
2011 03 11 07 33 00 2 5661.341
2011 03 11 07 34 00 2 5662.416
2011 03 11 07 35 00 2 5662.482
2011 03 11 07 36 00 2 5662.578
2011 03 11 07 37 00 2 5662.545
2011 03 11 07 38 00 2 5662.532
2011 03 11 07 39 00 2 5662.474
2011 03 11 07 40 00 2 5662.467
2011 03 11 07 41 00 2 5662.526
2011 03 11 07 42 00 2 5662.530
2011 03 11 07 43 00 2 5662.578
2011 03 11 07 44 00 2 5662.596
2011 03 11 07 45 00 1 9999.000
2011 03 11 07 45 00 2 5662.607
2011 03 11 07 46 00 2 5662.617
2011 03 11 07 47 00 2 5662.632
2011 03 11 07 48 00 2 5662.642
2011 03 11 07 49 00 2 5662.433
2011 03 11 07 50 00 2 5662.592
2011 03 11 07 51 00 2 5662.604
2011 03 11 07 52 00 2 5662.549
2011 03 11 07 53 00 2 5662.516
2011 03 11 07 54 00 2 5662.497
2011 03 11 07 55 00 2 5662.498
2011 03 11 07 56 00 2 5662.468
2011 03 11 07 57 00 2 5662.451
2011 03 11 07 58 00 2 5662.465
2011 03 11 07 59 00 2 5662.446
2011 03 11 08 00 00 1 9999.000
2011 03 11 08 00 00 2 5662.454
2011 03 11 08 01 00 2 5662.438
2011 03 11 08 02 00 2 5662.495
2011 03 11 08 03 00 2 5662.489
2011 03 11 08 04 00 2 5661.491
2011 03 11 08 05 00 2 5662.454
2011 03 11 08 06 00 2 5662.455
2011 03 11 08 07 00 2 5662.443
2011 03 11 08 08 00 2 5662.458
2011 03 11 08 09 00 2 5662.456
2011 03 11 08 10 00 2 5662.461
2011 03 11 08 11 00 2 5662.468
2011 03 11 08 12 00 2 5662.473
2011 03 11 08 13 00 2 5662.481
2011 03 11 08 14 00 2 5662.493
2011 03 11 08 15 00 1 9999.000
2011 03 11 08 15 00 2 5662.497
2011 03 11 08 16 00 2 5662.506
2011 03 11 08 17 00 2 5662.520
2011 03 11 08 18 00 2 5662.556
2011 03 11 08 19 00 2 5662.580
2011 03 11 08 20 00 2 5662.585
2011 03 11 08 21 00 2 5662.645
2011 03 11 08 22 00 2 5662.666
2011 03 11 08 23 00 2 5662.694
2011 03 11 08 24 00 2 5662.704
2011 03 11 08 25 00 2 5662.717
2011 03 11 08 26 00 2 5662.733
2011 03 11 08 27 00 2 5662.723
2011 03 11 08 28 00 2 5662.728
2011 03 11 08 29 00 2 5662.742
2011 03 11 08 30 00 1 9999.000
2011 03 11 08 30 00 2 5662.745
2011 03 11 08 31 00 2 5662.750
2011 03 11 08 32 00 2 5662.716
2011 03 11 08 33 00 2 5662.721
2011 03 11 08 34 00 2 5662.706
2011 03 11 08 35 00 2 5662.689
2011 03 11 08 36 00 2 5662.702
2011 03 11 08 37 00 2 5662.267
2011 03 11 08 38 00 2 5662.687
2011 03 11 08 39 00 2 5662.654
2011 03 11 08 40 00 2 5662.624
2011 03 11 08 41 00 2 5662.594
2011 03 11 08 42 00 2 5662.593
2011 03 11 08 43 00 2 5662.573
2011 03 11 08 44 00 2 5662.593
2011 03 11 08 45 00 1 9999.000
2011 03 11 08 45 00 2 5662.571
2011 03 11 08 46 00 2 5662.576
2011 03 11 08 47 00 2 5662.594
2011 03 11 08 48 00 2 5662.615
2011 03 11 08 49 00 2 5662.616
2011 03 11 08 50 00 2 5662.623
2011 03 11 08 51 00 2 5662.647
2011 03 11 08 52 00 2 5662.663
2011 03 11 08 53 00 2 5662.651
2011 03 11 08 54 00 2 5662.651
2011 03 11 08 55 00 2 5662.665
2011 03 11 08 56 00 2 5662.672
2011 03 11 08 57 00 2 5662.678
2011 03 11 08 58 00 2 5662.669
2011 03 11 08 59 00 2 5662.633
2011 03 11 09 00 00 1 9999.000
2011 03 11 09 00 00 2 5662.616
2011 03 11 09 01 00 2 5661.311
2011 03 11 09 02 00 2 5662.601
2011 03 11 09 03 00 2 5662.613
2011 03 11 09 04 00 2 5662.593
2011 03 11 09 05 00 2 5662.629
2011 03 11 09 06 00 2 5662.625
2011 03 11 09 07 00 2 5662.485
2011 03 11 09 08 00 2 5662.638
2011 03 11 09 09 00 2 5662.655
2011 03 11 09 10 00 2 5662.681
2011 03 11 09 11 00 2 5662.708
2011 03 11 09 12 00 2 5662.693
2011 03 11 09 13 00 2 5662.678
2011 03 11 09 14 00 2 5662.695
2011 03 11 09 15 00 1 9999.000
2011 03 11 09 15 00 2 5662.735
2011 03 11 09 16 00 2 5662.781
2011 03 11 09 17 00 2 5662.777
2011 03 11 09 18 00 2 5662.775
2011 03 11 09 19 00 2 5662.782
2011 03 11 09 20 00 2 5662.766
2011 03 11 09 21 00 2 5662.736
2011 03 11 09 22 00 2 5662.713
2011 03 11 09 23 00 2 5662.699
2011 03 11 09 24 00 2 5662.696
2011 03 11 09 25 00 2 5662.698
2011 03 11 09 26 00 2 5662.701
2011 03 11 09 27 00 2 5662.681
2011 03 11 09 28 00 2 5662.688
2011 03 11 09 29 00 2 5662.679
2011 03 11 09 30 00 1 9999.000
2011 03 11 09 30 00 2 5662.658
2011 03 11 09 31 00 2 5662.653
2011 03 11 09 32 00 2 5662.662
2011 03 11 09 33 00 2 5662.651
2011 03 11 09 34 00 2 5662.657
2011 03 11 09 35 00 2 5662.673
2011 03 11 09 36 00 2 5662.672
2011 03 11 09 37 00 2 5662.666
2011 03 11 09 38 00 2 5662.667
2011 03 11 09 39 00 2 5662.678
2011 03 11 09 40 00 2 5662.671
2011 03 11 09 41 00 2 5662.649
2011 03 11 09 42 00 2 5662.626
2011 03 11 09 43 00 2 5662.632
2011 03 11 09 44 00 2 5662.642
2011 03 11 09 45 00 1 9999.000
2011 03 11 09 45 00 2 5662.646
2011 03 11 09 46 00 2 5662.649
2011 03 11 09 47 00 2 5662.654
2011 03 11 09 48 00 2 5662.675
2011 03 11 09 49 00 2 5662.691
2011 03 11 09 50 00 2 5662.708
2011 03 11 09 51 00 2 5662.709
2011 03 11 09 52 00 2 5662.707
2011 03 11 09 53 00 2 5662.707
2011 03 11 09 54 00 2 5662.723
2011 03 11 09 55 00 2 5662.731
2011 03 11 09 56 00 2 5662.744
2011 03 11 09 57 00 2 5662.771
2011 03 11 09 58 00 2 5662.800
2011 03 11 09 59 00 2 5662.828
2011 03 11 10 00 00 1 9999.000
2011 03 11 10 00 00 2 5662.855
2011 03 11 10 01 00 2 5662.835
2011 03 11 10 02 00 2 5662.862
2011 03 11 10 03 00 2 5662.838
2011 03 11 10 04 00 2 5662.827
2011 03 11 10 05 00 2 5662.824
2011 03 11 10 06 00 2 5662.833
2011 03 11 10 07 00 2 5662.757
2011 03 11 10 08 00 2 5662.790
2011 03 11 10 09 00 2 5662.767
2011 03 11 10 10 00 2 5662.758
2011 03 11 10 11 00 2 5662.742
2011 03 11 10 12 00 2 5662.760
2011 03 11 10 13 00 2 5662.775
2011 03 11 10 14 00 2 5662.751
2011 03 11 10 15 00 1 9999.000
2011 03 11 10 15 00 2 5662.740
2011 03 11 10 16 00 2 5662.760
2011 03 11 10 17 00 2 5662.772
2011 03 11 10 18 00 2 5662.758
2011 03 11 10 19 00 2 5662.757
2011 03 11 10 20 00 2 5662.742
2011 03 11 10 21 00 2 5662.745
2011 03 11 10 22 00 2 5662.743
2011 03 11 10 23 00 2 5662.732
2011 03 11 10 24 00 2 5662.736
2011 03 11 10 25 00 2 5662.738
2011 03 11 10 26 00 2 5662.727
2011 03 11 10 27 00 2 5662.726
2011 03 11 10 28 00 2 5662.751
2011 03 11 10 29 00 2 5662.769
2011 03 11 10 30 00 1 9999.000
2011 03 11 10 30 00 2 5662.775
2011 03 11 10 31 00 2 5662.779
2011 03 11 10 32 00 2 5662.766
2011 03 11 10 33 00 2 5662.775
2011 03 11 10 34 00 2 5662.804
2011 03 11 10 35 00 2 5662.825
2011 03 11 10 36 00 2 5662.833
2011 03 11 10 37 00 2 5662.834
2011 03 11 10 38 00 2 5662.847
2011 03 11 10 39 00 2 5662.857
2011 03 11 10 40 00 2 5662.856
2011 03 11 10 41 00 2 5662.856
2011 03 11 10 42 00 2 5662.864
2011 03 11 10 43 00 2 5662.854
2011 03 11 10 44 00 2 5662.854
2011 03 11 10 45 00 1 9999.000
2011 03 11 10 45 00 2 5662.847
2011 03 11 10 46 00 2 5662.838
2011 03 11 10 47 00 2 5662.838
2011 03 11 10 48 00 2 5662.829
2011 03 11 10 49 00 2 5662.814
2011 03 11 10 50 00 2 5662.782
2011 03 11 10 51 00 2 5662.735
2011 03 11 10 52 00 2 5662.687
2011 03 11 10 53 00 2 5662.645
2011 03 11 10 54 00 2 5662.604
2011 03 11 10 55 00 2 5662.588
2011 03 11 10 56 00 2 5662.578
2011 03 11 10 57 00 2 5662.563
2011 03 11 10 58 00 2 5662.566
2011 03 11 10 59 00 2 5662.593
2011 03 11 11 00 00 1 9999.000
2011 03 11 11 00 00 2 5662.613
2011 03 11 11 01 00 2 5662.067
2011 03 11 11 02 00 2 5662.646
2011 03 11 11 03 00 2 5662.670
2011 03 11 11 04 00 2 5662.641
2011 03 11 11 05 00 2 5662.681
2011 03 11 11 06 00 2 5662.704
2011 03 11 11 07 00 2 5662.657
2011 03 11 11 08 00 2 5662.732
2011 03 11 11 09 00 2 5662.749
2011 03 11 11 10 00 2 5662.773
2011 03 11 11 11 00 2 5662.785
2011 03 11 11 12 00 2 5662.776
2011 03 11 11 13 00 2 5662.780
2011 03 11 11 14 00 2 5662.807
2011 03 11 11 15 00 1 9999.000
2011 03 11 11 15 00 2 5662.825
2011 03 11 11 16 00 2 5662.837
2011 03 11 11 17 00 2 5662.854
2011 03 11 11 18 00 2 5662.880
2011 03 11 11 19 00 2 5662.890
2011 03 11 11 20 00 2 5662.869
2011 03 11 11 21 00 2 5662.826
2011 03 11 11 22 00 2 5662.797
2011 03 11 11 23 00 2 5662.779
2011 03 11 11 24 00 2 5662.780
2011 03 11 11 25 00 2 5662.788
2011 03 11 11 26 00 2 5662.790
2011 03 11 11 27 00 2 5662.755
2011 03 11 11 28 00 2 5662.735
2011 03 11 11 29 00 2 5662.733
2011 03 11 11 30 00 1 9999.000
2011 03 11 11 30 00 2 5662.727
2011 03 11 11 31 00 2 5662.724
2011 03 11 11 32 00 2 5662.708
2011 03 11 11 33 00 2 5662.691
2011 03 11 11 34 00 2 5662.689
2011 03 11 11 35 00 2 5662.696
2011 03 11 11 36 00 2 5662.704
2011 03 11 11 37 00 2 5662.703
2011 03 11 11 38 00 2 5662.720
2011 03 11 11 39 00 2 5662.729
2011 03 11 11 40 00 2 5662.742
2011 03 11 11 41 00 2 5662.750
2011 03 11 11 42 00 2 5662.730
2011 03 11 11 43 00 2 5662.716
2011 03 11 11 44 00 2 5662.718
2011 03 11 11 45 00 1 9999.000
2011 03 11 11 45 00 2 5662.750
2011 03 11 11 46 00 2 5662.774
2011 03 11 11 47 00 2 5662.735
2011 03 11 11 48 00 2 5662.675
2011 03 11 11 49 00 2 5662.654
2011 03 11 11 50 00 2 5662.660
2011 03 11 11 51 00 2 5662.690
2011 03 11 11 52 00 2 5662.705
2011 03 11 11 53 00 2 5662.679
2011 03 11 11 54 00 2 5662.642
2011 03 11 11 55 00 2 5662.646
2011 03 11 11 56 00 2 5662.682
2011 03 11 11 57 00 2 5662.707
2011 03 11 11 58 00 2 5662.704
2011 03 11 11 59 00 2 5662.710
2011 03 11 12 00 00 1 9999.000
2011 03 11 12 00 00 2 5662.716
2011 03 11 12 01 00 2 5662.670
2011 03 11 12 02 00 2 5662.690
2011 03 11 12 03 00 2 5662.687
2011 03 11 12 04 00 2 5662.699
2011 03 11 12 05 00 2 5662.702
2011 03 11 12 06 00 2 5662.702
2011 03 11 12 07 00 2 5662.140
2011 03 11 12 08 00 2 5662.758
2011 03 11 12 09 00 2 5662.776
2011 03 11 12 10 00 2 5662.763
2011 03 11 12 11 00 2 5662.740
2011 03 11 12 12 00 2 5662.708
2011 03 11 12 13 00 2 5662.694
2011 03 11 12 14 00 2 5662.693
2011 03 11 12 15 00 1 9999.000
2011 03 11 12 15 00 2 5662.692
2011 03 11 12 16 00 2 5662.690
2011 03 11 12 17 00 2 5662.715
2011 03 11 12 18 00 2 5662.743
2011 03 11 12 19 00 2 5662.750
2011 03 11 12 20 00 2 5662.726
2011 03 11 12 21 00 2 5662.713
2011 03 11 12 22 00 2 5662.732
2011 03 11 12 23 00 2 5662.736
2011 03 11 12 24 00 2 5662.717
2011 03 11 12 25 00 2 5662.711
2011 03 11 12 26 00 2 5662.732
2011 03 11 12 27 00 2 5662.730
2011 03 11 12 28 00 2 5662.723
2011 03 11 12 29 00 2 5662.725
2011 03 11 12 30 00 1 9999.000
2011 03 11 12 30 00 2 5662.707
2011 03 11 12 31 00 2 5662.683
2011 03 11 12 32 00 2 5662.672
2011 03 11 12 33 00 2 5662.697
2011 03 11 12 34 00 2 5662.709
2011 03 11 12 35 00 2 5662.709
2011 03 11 12 36 00 2 5662.704
2011 03 11 12 37 00 2 5662.689
2011 03 11 12 38 00 2 5662.691
2011 03 11 12 39 00 2 5662.713
2011 03 11 12 40 00 2 5662.705
2011 03 11 12 41 00 2 5662.667
2011 03 11 12 42 00 2 5662.637
2011 03 11 12 43 00 2 5662.650
2011 03 11 12 44 00 2 5662.645
2011 03 11 12 45 00 1 9999.000
2011 03 11 12 45 00 2 5662.623
2011 03 11 12 46 00 2 5662.642
2011 03 11 12 47 00 2 5662.673
2011 03 11 12 48 00 2 5662.681
2011 03 11 12 49 00 2 5662.679
2011 03 11 12 50 00 2 5662.651
2011 03 11 12 51 00 2 5662.631
2011 03 11 12 52 00 2 5662.664
2011 03 11 12 53 00 2 5662.691
2011 03 11 12 54 00 2 5662.660
2011 03 11 12 55 00 2 5662.655
2011 03 11 12 56 00 2 5662.678
2011 03 11 12 57 00 2 5662.669
2011 03 11 12 58 00 2 5662.672
2011 03 11 12 59 00 2 5662.682
2011 03 11 13 00 00 1 9999.000
2011 03 11 13 00 00 2 5662.650
2011 03 11 13 01 00 2 5662.622
2011 03 11 13 02 00 2 5662.631
2011 03 11 13 03 00 2 5662.645
2011 03 11 13 04 00 2 5662.600
2011 03 11 13 05 00 2 5662.686
2011 03 11 13 06 00 2 5662.661
2011 03 11 13 07 00 2 5662.675
2011 03 11 13 08 00 2 5662.727
2011 03 11 13 09 00 2 5662.702
2011 03 11 13 10 00 2 5662.665
2011 03 11 13 11 00 2 5662.677
2011 03 11 13 12 00 2 5662.705
2011 03 11 13 13 00 2 5662.703
2011 03 11 13 14 00 2 5662.670
2011 03 11 13 15 00 1 9999.000
2011 03 11 13 15 00 2 5662.651
2011 03 11 13 16 00 2 5662.662
2011 03 11 13 17 00 2 5662.672
2011 03 11 13 18 00 2 5662.675
2011 03 11 13 19 00 2 5662.690
2011 03 11 13 20 00 2 5662.690
2011 03 11 13 21 00 2 5662.680
2011 03 11 13 22 00 2 5662.684
2011 03 11 13 23 00 2 5662.673
2011 03 11 13 24 00 2 5662.668
2011 03 11 13 25 00 2 5662.686
2011 03 11 13 26 00 2 5662.684
2011 03 11 13 27 00 2 5662.665
2011 03 11 13 28 00 2 5662.658
2011 03 11 13 29 00 2 5662.656
2011 03 11 13 30 00 1 9999.000
2011 03 11 13 30 00 2 5662.657
2011 03 11 13 31 00 2 5662.660
2011 03 11 13 32 00 2 5662.658
2011 03 11 13 33 00 2 5662.657
2011 03 11 13 34 00 2 5662.665
2011 03 11 13 35 00 2 5662.676
2011 03 11 13 36 00 2 5662.685
2011 03 11 13 37 00 2 5662.710
2011 03 11 13 38 00 2 5662.726
2011 03 11 13 39 00 2 5662.714
2011 03 11 13 40 00 2 5662.694
2011 03 11 13 41 00 2 5662.670
2011 03 11 13 42 00 2 5662.661
2011 03 11 13 43 00 2 5662.651
2011 03 11 13 44 00 2 5662.626
2011 03 11 13 45 00 1 9999.000
2011 03 11 13 45 00 2 5662.620
2011 03 11 13 46 00 2 5662.630
2011 03 11 13 47 00 2 5662.622
2011 03 11 13 48 00 2 5662.603
2011 03 11 13 49 00 2 5662.613
2011 03 11 13 50 00 2 5662.615
2011 03 11 13 51 00 2 5662.619
2011 03 11 13 52 00 2 5662.613
2011 03 11 13 53 00 2 5662.614
2011 03 11 13 54 00 2 5662.608
2011 03 11 13 55 00 2 5662.597
2011 03 11 13 56 00 2 5662.602
2011 03 11 13 57 00 2 5662.599
2011 03 11 13 58 00 2 5662.586
2011 03 11 13 59 00 2 5662.568
2011 03 11 14 00 00 1 9999.000
2011 03 11 14 00 00 2 5662.556
2011 03 11 14 01 00 2 5662.521
2011 03 11 14 02 00 2 5662.573
2011 03 11 14 03 00 2 5662.600
2011 03 11 14 04 00 2 5662.576
2011 03 11 14 05 00 2 5662.622
2011 03 11 14 06 00 2 5662.638
2011 03 11 14 07 00 2 5661.684
2011 03 11 14 08 00 2 5662.625
2011 03 11 14 09 00 2 5662.650
2011 03 11 14 10 00 2 5662.645
2011 03 11 14 11 00 2 5662.646
2011 03 11 14 12 00 2 5662.700
2011 03 11 14 13 00 2 5662.695
2011 03 11 14 14 00 2 5662.661
2011 03 11 14 15 00 1 9999.000
2011 03 11 14 15 00 2 5662.686
2011 03 11 14 16 00 2 5662.682
2011 03 11 14 17 00 2 5662.647
2011 03 11 14 18 00 2 5662.651
2011 03 11 14 19 00 2 5662.664
2011 03 11 14 20 00 2 5662.653
