#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2011 03 13 22 15 00 1 5825.165
2011 03 13 22 00 00 1 5825.180
2011 03 13 21 45 00 1 5825.173
2011 03 13 21 30 00 1 5825.177
2011 03 13 21 15 00 1 5825.171
2011 03 13 21 00 00 1 5825.163
2011 03 13 20 45 00 1 5825.170
2011 03 13 20 30 00 1 5825.157
2011 03 13 20 15 00 1 5825.147
2011 03 13 20 00 00 1 5825.164
2011 03 13 19 45 00 1 5825.140
2011 03 13 19 30 00 1 5825.141
2011 03 13 19 15 00 1 5825.122
2011 03 13 19 00 00 1 5825.120
2011 03 13 18 45 00 1 5825.093
2011 03 13 18 30 00 1 5825.098
2011 03 13 18 15 00 1 5825.075
2011 03 13 18 00 00 1 5825.075
2011 03 13 17 45 00 1 5825.070
2011 03 13 17 30 00 1 5825.060
2011 03 13 17 15 00 1 5825.043
2011 03 13 17 00 00 1 5825.055
2011 03 13 16 45 00 1 5825.017
2011 03 13 16 30 00 1 5825.008
2011 03 13 16 15 00 1 5824.993
2011 03 13 16 00 00 1 5824.986
2011 03 13 15 45 00 1 5824.990
2011 03 13 15 30 00 1 5824.986
2011 03 13 15 15 00 1 5824.989
2011 03 13 15 00 00 1 5824.968
2011 03 13 14 45 00 1 5824.980
2011 03 13 14 30 00 1 5824.969
2011 03 13 14 15 00 1 5824.952
2011 03 13 14 00 00 1 5824.942
2011 03 13 13 45 00 1 5824.945
2011 03 13 13 30 00 1 5824.921
2011 03 13 13 15 00 1 5824.925
2011 03 13 13 00 00 1 5824.910
2011 03 13 12 45 00 1 5824.915
2011 03 13 12 30 00 1 5824.915
2011 03 13 12 15 00 1 5824.894
2011 03 13 12 00 00 1 5824.900
2011 03 13 11 45 00 1 5824.893
2011 03 13 11 30 00 1 5824.879
2011 03 13 11 15 00 1 5824.866
2011 03 13 11 00 00 1 5824.870
2011 03 13 10 45 00 1 5824.850
2011 03 13 10 30 00 1 5824.830
2011 03 13 10 15 00 1 5824.843
2011 03 13 10 00 00 1 5824.823
2011 03 13 09 45 00 1 5824.825
2011 03 13 09 30 00 1 5824.814
2011 03 13 09 15 00 1 5824.826
2011 03 13 09 00 00 1 5824.788
2011 03 13 08 45 00 1 5824.781
2011 03 13 08 30 00 1 5824.790
2011 03 13 08 15 00 1 5824.757
2011 03 13 08 00 00 1 5824.767
2011 03 13 07 45 00 1 5824.739
2011 03 13 07 30 00 1 5824.753
2011 03 13 07 15 00 1 5824.734
2011 03 13 07 00 00 1 5824.756
2011 03 13 06 45 00 1 5824.730
2011 03 13 06 30 00 1 5824.734
2011 03 13 06 15 00 1 5824.713
2011 03 13 06 00 00 1 5824.702
2011 03 13 05 45 00 1 5824.721
2011 03 13 05 30 00 1 5824.723
2011 03 13 05 15 00 1 5824.735
2011 03 13 05 00 00 1 5824.740
2011 03 13 04 45 00 1 5824.766
2011 03 13 04 30 00 1 5824.739
2011 03 13 04 15 00 1 5824.772
2011 03 13 04 00 00 1 5824.755
2011 03 13 03 45 00 1 5824.770
2011 03 13 03 30 00 1 5824.797
2011 03 13 03 15 00 1 5824.790
2011 03 13 03 00 00 1 5824.820
2011 03 13 02 45 00 1 5824.859
2011 03 13 02 30 00 1 5824.889
2011 03 13 02 15 00 1 5824.906
2011 03 13 02 00 00 1 5824.936
2011 03 13 01 45 00 1 5824.952
2011 03 13 01 30 00 1 5824.970
2011 03 13 01 15 00 1 5824.983
2011 03 13 01 00 00 1 5825.005
2011 03 13 00 45 00 1 5825.024
2011 03 13 00 30 00 1 5825.065
2011 03 13 00 15 00 1 5825.060
2011 03 13 00 00 00 1 5825.084
2011 03 12 23 45 00 1 5825.107
2011 03 12 23 30 00 1 5825.126
2011 03 12 23 15 00 1 5825.135
2011 03 12 23 00 00 1 5825.149
2011 03 12 22 45 00 1 5825.158
2011 03 12 22 30 00 1 5825.191
2011 03 12 22 15 00 1 5825.174
2011 03 12 22 00 00 1 5825.186
2011 03 12 21 45 00 1 5825.206
2011 03 12 21 30 00 1 5825.195
2011 03 12 21 15 00 1 5825.194
2011 03 12 21 00 00 1 5825.200
2011 03 12 20 45 00 1 5825.185
2011 03 12 20 30 00 1 5825.190
2011 03 12 20 15 00 1 5825.186
2011 03 12 20 00 00 1 5825.187
2011 03 12 19 45 00 1 5825.174
2011 03 12 19 30 00 1 5825.178
2011 03 12 19 15 00 1 5825.155
2011 03 12 19 00 00 1 5825.133
2011 03 12 18 45 00 1 5825.130
2011 03 12 18 30 00 1 5825.122
2011 03 12 18 15 00 1 5825.097
2011 03 12 18 00 00 1 5825.097
2011 03 12 17 45 00 1 5825.089
2011 03 12 17 30 00 1 5825.068
2011 03 12 17 15 00 1 5825.059
2011 03 12 17 00 00 1 5825.025
2011 03 12 16 45 00 1 5825.031
2011 03 12 16 30 00 1 5825.014
2011 03 12 16 15 00 1 5824.998
2011 03 12 16 00 00 1 5824.996
2011 03 12 15 45 00 1 5824.984
2011 03 12 15 30 00 1 5824.986
2011 03 12 15 15 00 1 5824.977
2011 03 12 15 00 00 1 5824.967
2011 03 12 14 45 00 1 5824.984
2011 03 12 14 30 00 1 5824.965
2011 03 12 14 15 00 1 5824.962
2011 03 12 14 00 00 1 5824.954
2011 03 12 13 45 00 1 5824.944
2011 03 12 13 30 00 1 5824.956
2011 03 12 13 15 00 1 5824.943
2011 03 12 12 59 00 2 5824.962
2011 03 12 12 58 00 2 5824.964
2011 03 12 12 57 00 2 5824.967
2011 03 12 12 56 00 2 5824.960
2011 03 12 12 55 00 2 5824.959
2011 03 12 12 54 00 2 5824.963
2011 03 12 12 53 00 2 5824.964
2011 03 12 12 52 00 2 5824.968
2011 03 12 12 51 00 2 5824.967
2011 03 12 12 50 00 2 5824.964
2011 03 12 12 49 00 2 5824.965
2011 03 12 12 48 00 2 5824.962
2011 03 12 12 47 00 2 5824.959
2011 03 12 12 46 00 2 5824.959
2011 03 12 12 45 00 2 5824.957
2011 03 12 12 44 00 2 5824.958
2011 03 12 12 43 00 2 5824.956
2011 03 12 12 42 00 2 5824.953
2011 03 12 12 41 00 2 5824.959
2011 03 12 12 40 00 2 5824.959
2011 03 12 12 39 00 2 5824.958
2011 03 12 12 38 00 2 5824.958
2011 03 12 12 37 00 2 5824.955
2011 03 12 12 36 00 2 5824.951
2011 03 12 12 35 00 2 5824.955
2011 03 12 12 34 00 2 5824.965
2011 03 12 12 33 00 2 5824.964
2011 03 12 12 32 00 2 5824.959
2011 03 12 12 31 00 2 5824.956
2011 03 12 12 30 00 2 5824.964
2011 03 12 12 29 00 2 5824.969
2011 03 12 12 28 00 2 5824.959
2011 03 12 12 27 00 2 5824.960
2011 03 12 12 26 00 2 5824.969
2011 03 12 12 25 00 2 5824.968
2011 03 12 12 24 00 2 5824.965
2011 03 12 12 23 00 2 5824.967
2011 03 12 12 22 00 2 5824.961
2011 03 12 12 21 00 2 5824.960
2011 03 12 12 20 00 2 5824.964
2011 03 12 12 19 00 2 5824.961
2011 03 12 12 18 00 2 5824.950
2011 03 12 12 17 00 2 5824.946
2011 03 12 12 16 00 2 5824.946
2011 03 12 12 15 00 2 5824.945
2011 03 12 12 14 00 2 5824.945
2011 03 12 12 13 00 2 5824.949
2011 03 12 12 12 00 2 5824.954
2011 03 12 12 11 00 2 5824.953
2011 03 12 12 10 00 2 5824.945
2011 03 12 12 09 00 2 5824.937
2011 03 12 12 08 00 2 5824.940
2011 03 12 12 07 00 2 5824.947
2011 03 12 12 06 00 2 5824.945
2011 03 12 12 05 00 2 5824.951
2011 03 12 12 04 00 2 5824.959
2011 03 12 12 03 00 2 5824.958
2011 03 12 12 02 00 2 5824.961
2011 03 12 12 01 00 2 5824.971
2011 03 12 12 00 00 2 5824.970
2011 03 12 11 59 00 2 5824.960
2011 03 12 11 58 00 2 5824.962
2011 03 12 11 57 00 2 5824.964
2011 03 12 11 56 00 2 5824.964
2011 03 12 11 55 00 2 5824.963
2011 03 12 11 54 00 2 5824.967
2011 03 12 11 53 00 2 5824.964
2011 03 12 11 52 00 2 5824.953
2011 03 12 11 51 00 2 5824.950
2011 03 12 11 50 00 2 5824.952
2011 03 12 11 49 00 2 5824.956
2011 03 12 11 48 00 2 5824.962
2011 03 12 11 47 00 2 5824.965
2011 03 12 11 46 00 2 5824.961
2011 03 12 11 45 00 2 5824.963
2011 03 12 11 44 00 2 5824.959
2011 03 12 11 43 00 2 5824.960
2011 03 12 11 42 00 2 5824.969
2011 03 12 11 41 00 2 5824.968
2011 03 12 11 40 00 2 5824.963
2011 03 12 11 39 00 2 5824.957
2011 03 12 11 38 00 2 5824.956
2011 03 12 11 37 00 2 5824.962
2011 03 12 11 36 00 2 5824.968
2011 03 12 11 35 00 2 5824.965
2011 03 12 11 34 00 2 5824.964
2011 03 12 11 33 00 2 5824.960
2011 03 12 11 32 00 2 5824.953
2011 03 12 11 31 00 2 5824.956
2011 03 12 11 30 00 2 5824.959
2011 03 12 11 29 00 2 5824.959
2011 03 12 11 28 00 2 5824.953
2011 03 12 11 27 00 2 5824.955
2011 03 12 11 26 00 2 5824.954
2011 03 12 11 25 00 2 5824.951
2011 03 12 11 24 00 2 5824.956
2011 03 12 11 23 00 2 5824.959
2011 03 12 11 22 00 2 5824.965
2011 03 12 11 21 00 2 5824.966
2011 03 12 11 20 00 2 5824.960
2011 03 12 11 19 00 2 5824.955
2011 03 12 11 18 00 2 5824.950
2011 03 12 11 17 00 2 5824.953
2011 03 12 11 16 00 2 5824.944
2011 03 12 11 15 00 2 5824.935
2011 03 12 11 14 00 2 5824.939
2011 03 12 11 13 00 2 5824.940
2011 03 12 11 12 00 2 5824.933
2011 03 12 11 11 00 2 5824.936
2011 03 12 11 10 00 2 5824.938
2011 03 12 11 09 00 2 5824.936
2011 03 12 11 08 00 2 5824.936
2011 03 12 11 07 00 2 5824.926
2011 03 12 11 06 00 2 5824.925
2011 03 12 11 05 00 2 5824.932
2011 03 12 11 04 00 2 5824.929
2011 03 12 11 03 00 2 5824.929
2011 03 12 11 02 00 2 5824.930
2011 03 12 11 01 00 2 5824.929
2011 03 12 11 00 00 2 5824.931
2011 03 12 10 59 00 2 5824.935
2011 03 12 10 58 00 2 5824.934
2011 03 12 10 57 00 2 5824.936
2011 03 12 10 56 00 2 5824.941
2011 03 12 10 55 00 2 5824.942
2011 03 12 10 54 00 2 5824.944
2011 03 12 10 53 00 2 5824.943
2011 03 12 10 52 00 2 5824.946
2011 03 12 10 51 00 2 5824.945
2011 03 12 10 50 00 2 5824.937
2011 03 12 10 49 00 2 5824.935
2011 03 12 10 48 00 2 5824.944
2011 03 12 10 47 00 2 5824.944
2011 03 12 10 46 00 2 5824.944
2011 03 12 10 45 00 2 5824.946
2011 03 12 10 44 00 2 5824.944
2011 03 12 10 43 00 2 5824.945
2011 03 12 10 42 00 2 5824.954
2011 03 12 10 41 00 2 5824.955
2011 03 12 10 40 00 2 5824.947
2011 03 12 10 39 00 2 5824.950
2011 03 12 10 38 00 2 5824.950
2011 03 12 10 37 00 2 5824.951
2011 03 12 10 36 00 2 5824.953
2011 03 12 10 35 00 2 5824.960
2011 03 12 10 34 00 2 5824.969
2011 03 12 10 33 00 2 5824.968
2011 03 12 10 32 00 2 5824.961
2011 03 12 10 31 00 2 5824.953
2011 03 12 10 30 00 2 5824.950
2011 03 12 10 29 00 2 5824.950
2011 03 12 10 28 00 2 5824.958
2011 03 12 10 27 00 2 5824.957
2011 03 12 10 26 00 2 5824.955
2011 03 12 10 25 00 2 5824.958
2011 03 12 10 24 00 2 5824.959
2011 03 12 10 23 00 2 5824.955
2011 03 12 10 22 00 2 5824.949
2011 03 12 10 21 00 2 5824.946
2011 03 12 10 20 00 2 5824.952
2011 03 12 10 19 00 2 5824.955
2011 03 12 10 18 00 2 5824.958
2011 03 12 10 17 00 2 5824.955
2011 03 12 10 16 00 2 5824.951
2011 03 12 10 15 00 2 5824.944
2011 03 12 10 14 00 2 5824.937
2011 03 12 10 13 00 2 5824.936
2011 03 12 10 12 00 2 5824.936
2011 03 12 10 11 00 2 5824.939
2011 03 12 10 10 00 2 5824.930
2011 03 12 10 09 00 2 5824.921
2011 03 12 10 08 00 2 5824.925
2011 03 12 10 07 00 2 5824.926
2011 03 12 10 06 00 2 5824.924
2011 03 12 10 05 00 2 5824.923
2011 03 12 10 04 00 2 5824.917
2011 03 12 10 03 00 2 5824.911
2011 03 12 10 02 00 2 5824.909
2011 03 12 10 01 00 2 5824.909
2011 03 12 10 00 00 2 5824.912
2011 03 12 09 59 00 2 5824.908
2011 03 12 09 58 00 2 5824.912
2011 03 12 09 57 00 2 5824.925
2011 03 12 09 56 00 2 5824.930
2011 03 12 09 55 00 2 5824.925
2011 03 12 09 54 00 2 5824.929
2011 03 12 09 53 00 2 5824.927
2011 03 12 09 52 00 2 5824.922
2011 03 12 09 51 00 2 5824.916
2011 03 12 09 50 00 2 5824.914
2011 03 12 09 49 00 2 5824.915
2011 03 12 09 48 00 2 5824.911
2011 03 12 09 47 00 2 5824.914
2011 03 12 09 46 00 2 5824.913
2011 03 12 09 45 00 2 5824.913
2011 03 12 09 44 00 2 5824.910
2011 03 12 09 43 00 2 5824.909
2011 03 12 09 42 00 2 5824.918
2011 03 12 09 41 00 2 5824.925
2011 03 12 09 40 00 2 5824.917
2011 03 12 09 39 00 2 5824.911
2011 03 12 09 38 00 2 5824.905
2011 03 12 09 37 00 2 5824.901
2011 03 12 09 36 00 2 5824.908
2011 03 12 09 35 00 2 5824.918
2011 03 12 09 34 00 2 5824.915
2011 03 12 09 33 00 2 5824.916
2011 03 12 09 32 00 2 5824.921
2011 03 12 09 31 00 2 5824.921
2011 03 12 09 30 00 2 5824.922
2011 03 12 09 29 00 2 5824.922
2011 03 12 09 28 00 2 5824.921
2011 03 12 09 27 00 2 5824.923
2011 03 12 09 26 00 2 5824.921
2011 03 12 09 25 00 2 5824.915
2011 03 12 09 24 00 2 5824.912
2011 03 12 09 23 00 2 5824.915
2011 03 12 09 22 00 2 5824.916
2011 03 12 09 21 00 2 5824.909
2011 03 12 09 20 00 2 5824.901
2011 03 12 09 19 00 2 5824.911
2011 03 12 09 18 00 2 5824.913
2011 03 12 09 17 00 2 5824.916
2011 03 12 09 16 00 2 5824.922
2011 03 12 09 15 00 2 5824.924
2011 03 12 09 14 00 2 5824.924
2011 03 12 09 13 00 2 5824.922
2011 03 12 09 12 00 2 5824.919
2011 03 12 09 11 00 2 5824.912
2011 03 12 09 10 00 2 5824.899
2011 03 12 09 09 00 2 5824.890
2011 03 12 09 08 00 2 5824.884
2011 03 12 09 07 00 2 5824.881
2011 03 12 09 06 00 2 5824.882
2011 03 12 09 05 00 2 5824.879
2011 03 12 09 04 00 2 5824.877
2011 03 12 09 03 00 2 5824.873
2011 03 12 09 02 00 2 5824.868
2011 03 12 09 01 00 2 5824.872
2011 03 12 09 00 00 2 5824.878
2011 03 12 08 59 00 2 5824.880
2011 03 12 08 58 00 2 5824.884
2011 03 12 08 57 00 2 5824.883
2011 03 12 08 56 00 2 5824.888
2011 03 12 08 55 00 2 5824.889
2011 03 12 08 54 00 2 5824.885
2011 03 12 08 53 00 2 5824.886
2011 03 12 08 52 00 2 5824.884
2011 03 12 08 51 00 2 5824.879
2011 03 12 08 50 00 2 5824.879
2011 03 12 08 49 00 2 5824.875
2011 03 12 08 48 00 2 5824.870
2011 03 12 08 47 00 2 5824.868
2011 03 12 08 46 00 2 5824.857
2011 03 12 08 45 00 2 5824.857
2011 03 12 08 44 00 2 5824.864
2011 03 12 08 43 00 2 5824.860
2011 03 12 08 42 00 2 5824.860
2011 03 12 08 41 00 2 5824.859
2011 03 12 08 40 00 2 5824.859
2011 03 12 08 39 00 2 5824.864
2011 03 12 08 38 00 2 5824.872
2011 03 12 08 37 00 2 5824.875
2011 03 12 08 36 00 2 5824.869
2011 03 12 08 35 00 2 5824.870
2011 03 12 08 34 00 2 5824.877
2011 03 12 08 33 00 2 5824.878
2011 03 12 08 32 00 2 5824.873
2011 03 12 08 31 00 2 5824.864
2011 03 12 08 30 00 2 5824.856
2011 03 12 08 29 00 2 5824.854
2011 03 12 08 28 00 2 5824.856
2011 03 12 08 27 00 2 5824.852
2011 03 12 08 26 00 2 5824.850
2011 03 12 08 25 00 2 5824.853
2011 03 12 08 24 00 2 5824.846
2011 03 12 08 23 00 2 5824.844
2011 03 12 08 22 00 2 5824.847
2011 03 12 08 21 00 2 5824.844
2011 03 12 08 20 00 2 5824.843
2011 03 12 08 19 00 2 5824.851
2011 03 12 08 18 00 2 5824.846
2011 03 12 08 17 00 2 5824.842
2011 03 12 08 16 00 2 5824.839
2011 03 12 08 15 00 2 5824.835
2011 03 12 08 14 00 2 5824.840
2011 03 12 08 13 00 2 5824.847
2011 03 12 08 12 00 2 5824.853
2011 03 12 08 11 00 2 5824.853
2011 03 12 08 10 00 2 5824.858
2011 03 12 08 09 00 2 5824.865
2011 03 12 08 08 00 2 5824.865
2011 03 12 08 07 00 2 5824.856
2011 03 12 08 06 00 2 5824.851
2011 03 12 08 05 00 2 5824.850
2011 03 12 08 04 00 2 5824.853
2011 03 12 08 03 00 2 5824.838
2011 03 12 08 02 00 2 5824.821
2011 03 12 08 01 00 2 5824.813
2011 03 12 08 00 00 2 5824.815
2011 03 12 07 59 00 2 5824.809
2011 03 12 07 58 00 2 5824.808
2011 03 12 07 57 00 2 5824.813
2011 03 12 07 56 00 2 5824.818
2011 03 12 07 55 00 2 5824.816
2011 03 12 07 54 00 2 5824.812
2011 03 12 07 53 00 2 5824.827
2011 03 12 07 52 00 2 5824.832
2011 03 12 07 51 00 2 5824.823
2011 03 12 07 50 00 2 5824.833
2011 03 12 07 49 00 2 5824.832
2011 03 12 07 48 00 2 5824.822
2011 03 12 07 47 00 2 5824.823
2011 03 12 07 46 00 2 5824.824
2011 03 12 07 45 00 2 5824.814
2011 03 12 07 44 00 2 5824.806
2011 03 12 07 43 00 2 5824.808
2011 03 12 07 42 00 2 5824.806
2011 03 12 07 41 00 2 5824.808
2011 03 12 07 40 00 2 5824.809
2011 03 12 07 39 00 2 5824.810
2011 03 12 07 38 00 2 5824.813
2011 03 12 07 37 00 2 5824.815
2011 03 12 07 36 00 2 5824.814
2011 03 12 07 35 00 2 5824.815
2011 03 12 07 34 00 2 5824.815
2011 03 12 07 33 00 2 5824.808
2011 03 12 07 32 00 2 5824.804
2011 03 12 07 31 00 2 5824.800
2011 03 12 07 30 00 2 5824.788
2011 03 12 07 29 00 2 5824.787
2011 03 12 07 28 00 2 5824.794
2011 03 12 07 27 00 2 5824.801
2011 03 12 07 26 00 2 5824.803
2011 03 12 07 25 00 2 5824.805
2011 03 12 07 24 00 2 5824.810
2011 03 12 07 23 00 2 5824.804
2011 03 12 07 22 00 2 5824.801
2011 03 12 07 21 00 2 5824.801
2011 03 12 07 20 00 2 5824.809
2011 03 12 07 19 00 2 5824.812
2011 03 12 07 18 00 2 5824.804
2011 03 12 07 17 00 2 5824.802
2011 03 12 07 16 00 2 5824.810
2011 03 12 07 15 00 2 5824.808
2011 03 12 07 14 00 2 5824.813
2011 03 12 07 13 00 2 5824.814
2011 03 12 07 12 00 2 5824.806
2011 03 12 07 11 00 2 5824.810
2011 03 12 07 10 00 2 5824.816
2011 03 12 07 09 00 2 5824.813
2011 03 12 07 08 00 2 5824.813
2011 03 12 07 07 00 2 5824.809
2011 03 12 07 06 00 2 5824.804
2011 03 12 07 05 00 2 5824.800
2011 03 12 07 04 00 2 5824.795
2011 03 12 07 03 00 2 5824.786
2011 03 12 07 02 00 2 5824.783
2011 03 12 07 01 00 2 5824.784
2011 03 12 07 00 00 2 5824.773
2011 03 12 06 59 00 2 5824.770
2011 03 12 06 58 00 2 5824.779
2011 03 12 06 57 00 2 5824.782
2011 03 12 06 56 00 2 5824.777
2011 03 12 06 55 00 2 5824.764
2011 03 12 06 54 00 2 5824.760
2011 03 12 06 53 00 2 5824.760
2011 03 12 06 52 00 2 5824.753
2011 03 12 06 51 00 2 5824.752
2011 03 12 06 50 00 2 5824.755
2011 03 12 06 49 00 2 5824.762
2011 03 12 06 48 00 2 5824.767
2011 03 12 06 47 00 2 5824.770
2011 03 12 06 46 00 2 5824.772
2011 03 12 06 45 00 2 5824.770
2011 03 12 06 44 00 2 5824.765
2011 03 12 06 43 00 2 5824.768
2011 03 12 06 42 00 2 5824.770
2011 03 12 06 41 00 2 5824.771
2011 03 12 06 40 00 2 5824.772
2011 03 12 06 39 00 2 5824.768
2011 03 12 06 38 00 2 5824.760
2011 03 12 06 37 00 2 5824.757
2011 03 12 06 36 00 2 5824.748
2011 03 12 06 35 00 2 5824.743
2011 03 12 06 34 00 2 5824.747
2011 03 12 06 33 00 2 5824.747
2011 03 12 06 32 00 2 5824.753
2011 03 12 06 31 00 2 5824.756
2011 03 12 06 30 00 2 5824.755
2011 03 12 06 29 00 2 5824.751
2011 03 12 06 28 00 2 5824.750
2011 03 12 06 27 00 2 5824.753
2011 03 12 06 26 00 2 5824.760
2011 03 12 06 25 00 2 5824.766
2011 03 12 06 24 00 2 5824.767
2011 03 12 06 23 00 2 5824.766
2011 03 12 06 22 00 2 5824.774
2011 03 12 06 21 00 2 5824.781
2011 03 12 06 20 00 2 5824.775
2011 03 12 06 19 00 2 5824.768
2011 03 12 06 18 00 2 5824.766
2011 03 12 06 17 00 2 5824.766
2011 03 12 06 16 00 2 5824.764
2011 03 12 06 15 00 2 5824.762
2011 03 12 06 14 00 2 5824.769
2011 03 12 06 13 00 2 5824.774
2011 03 12 06 12 00 2 5824.776
2011 03 12 06 11 00 2 5824.766
2011 03 12 06 10 00 2 5824.768
2011 03 12 06 09 00 2 5824.766
2011 03 12 06 08 00 2 5824.767
2011 03 12 06 07 00 2 5824.769
2011 03 12 06 06 00 2 5824.770
2011 03 12 06 05 00 2 5824.767
2011 03 12 06 04 00 2 5824.758
2011 03 12 06 03 00 2 5824.751
2011 03 12 06 02 00 2 5824.753
2011 03 12 06 01 00 2 5824.741
2011 03 12 06 00 00 2 5824.733
2011 03 12 05 59 00 2 5824.727
2011 03 12 05 58 00 2 5824.722
2011 03 12 05 57 00 2 5824.729
2011 03 12 05 56 00 2 5824.732
2011 03 12 05 55 00 2 5824.725
2011 03 12 05 54 00 2 5824.729
2011 03 12 05 53 00 2 5824.734
2011 03 12 05 52 00 2 5824.737
2011 03 12 05 51 00 2 5824.734
2011 03 12 05 50 00 2 5824.734
2011 03 12 05 49 00 2 5824.729
2011 03 12 05 48 00 2 5824.733
2011 03 12 05 47 00 2 5824.733
2011 03 12 05 46 00 2 5824.731
2011 03 12 05 45 00 2 5824.737
2011 03 12 05 44 00 2 5824.736
2011 03 12 05 43 00 2 5824.737
2011 03 12 05 42 00 2 5824.748
2011 03 12 05 41 00 2 5824.750
2011 03 12 05 40 00 2 5824.746
2011 03 12 05 39 00 2 5824.735
2011 03 12 05 38 00 2 5824.729
2011 03 12 05 37 00 2 5824.716
2011 03 12 05 36 00 2 5824.706
2011 03 12 05 35 00 2 5824.708
2011 03 12 05 34 00 2 5824.706
2011 03 12 05 33 00 2 5824.710
2011 03 12 05 32 00 2 5824.717
2011 03 12 05 31 00 2 5824.717
2011 03 12 05 30 00 2 5824.722
2011 03 12 05 29 00 2 5824.722
2011 03 12 05 28 00 2 5824.724
2011 03 12 05 27 00 2 5824.717
2011 03 12 05 26 00 2 5824.718
2011 03 12 05 25 00 2 5824.722
2011 03 12 05 24 00 2 5824.727
2011 03 12 05 23 00 2 5824.723
2011 03 12 05 22 00 2 5824.716
2011 03 12 05 21 00 2 5824.716
